X,Y,Z,VX,VY,VZ
      5.77,      -4.78,      -4.24,      76.65,     -64.25,     -57.66 
    -15.06,       3.39,      -9.31,    -188.62,      42.81,    -116.47 
      1.19,      14.02,     -14.25,      16.68,     175.27,    -175.11 
     -9.79,       0.51,       8.94,    -125.21,       6.83,     115.32 
    -15.71,       1.53,      11.91,    -195.76,      19.46,     149.56 
     -2.66,     -12.18,     -11.14,     -32.46,    -153.67,    -140.68 
    -14.24,      -1.61,       6.48,    -179.23,     -20.87,      81.45 
      5.23,      -8.24,      13.39,      61.81,    -103.61,     169.61 
      0.52,       7.57,       8.52,       8.13,      95.76,     110.30 
      2.40,     -12.75,      12.27,      30.40,    -161.34,     155.82 
     -8.72,      17.01,       0.85,    -109.33,     212.67,      11.57 
     15.67,       9.67,     -14.23,     197.05,     120.97,    -178.17 
     -6.52,      -6.12,      -2.40,     -85.11,     -81.30,     -35.07 
     -6.93,       1.04,     -10.21,     -88.73,      13.69,    -130.70 
      8.35,       0.95,     -16.97,     107.00,      12.77,    -213.38 
    -14.85,      -8.49,      -0.84,    -186.34,    -107.31,     -10.06 
     -1.86,       4.34,      14.84,     -22.44,      54.23,     184.75 
     -2.70,      -4.65,      16.49,     -33.50,     -58.89,     207.33 
      7.61,     -17.26,      -9.10,      95.38,    -216.13,    -114.42 
     -6.46,       6.51,       5.52,     -82.92,      84.92,      73.68 
     11.70,       7.30,       7.83,     147.54,      92.77,     100.15 
     -3.39,       6.17,      -5.75,     -47.33,      80.76,     -73.76 
     -3.49,      14.63,      -1.86,     -43.79,     183.95,     -23.27 
      6.48,      -5.42,       6.41,      85.20,     -69.88,      82.09 
     -6.10,       8.44,      10.28,     -78.01,     106.58,     129.86 
     -2.47,      -1.07,      -3.69,     -16.11,      -3.70,     -45.13 
     -6.04,     -12.55,     -11.48,     -75.43,    -156.66,    -144.21 
     10.31,     -18.05,     -11.91,     129.97,    -227.17,    -150.42 
     -8.35,      -6.83,       0.63,    -109.03,     -87.13,       6.23 
     -3.57,       3.29,       1.35,     -43.78,      40.16,      16.72 
      5.38,       0.65,     -14.68,      68.10,       8.74,    -183.59 
      7.12,       8.53,       1.44,      90.93,     110.31,      19.17 
    -15.00,      -6.42,       4.55,    -188.60,     -81.04,      57.84 
      8.48,       3.66,      14.77,     107.66,      47.83,     187.26 
    -24.24,      -2.69,     -14.46,    -302.67,     -35.68,    -183.22 
    -11.88,      10.87,      -2.88,    -149.44,     136.96,     -35.13 
    -11.65,     -11.18,       1.78,    -147.14,    -140.99,      22.32 
     -9.51,       0.24,     -12.75,    -121.37,       4.12,    -161.24 
      6.92,      18.54,      -7.80,      88.04,     232.47,     -98.03 
     -6.23,       1.97,     -12.40,     -77.94,      25.02,    -155.10 
     -4.59,     -15.45,      -8.34,     -57.48,    -194.07,    -105.25 
      2.31,       8.38,     -10.90,      32.69,     107.47,    -141.98 
      4.20,       4.07,      -4.54,      58.05,      57.49,     -61.79 
      3.35,     -20.54,       6.06,      42.65,    -258.04,      75.60 
     12.94,      16.12,       1.23,     162.70,     202.25,      14.72 
     -6.02,      -4.43,       3.87,     -79.78,     -59.43,      53.29 
      1.59,       8.10,       8.79,      19.54,     101.04,     109.59 
      2.56,      -4.48,     -12.72,      30.51,     -58.01,    -161.07 
     10.29,     -14.72,      -4.65,     130.09,    -185.44,     -57.83 
      7.93,      14.99,       5.15,     100.87,     189.06,      66.08 
     -4.79,       5.95,      -4.35,     -64.09,      75.98,     -57.92 
     18.02,       0.40,       7.08,     226.41,       5.43,      88.79 
     -1.93,      20.34,     -15.13,     -23.70,     255.26,    -189.94 
      5.95,       9.13,      -2.57,      74.30,     112.57,     -32.01 
     -5.57,       5.95,      -6.70,     -74.43,      75.76,     -85.95 
     -2.48,      10.42,      12.44,     -31.26,     131.99,     156.76 
      4.10,      -4.35,     -17.33,      50.54,     -54.34,    -217.82 
      4.52,      10.98,       8.68,      57.87,     139.90,     112.07 
     -1.62,     -19.71,       4.84,     -20.37,    -247.55,      59.85 
      1.46,      -5.79,      -6.72,      21.17,     -77.75,     -87.65 
      8.30,     -12.48,      -2.14,     106.23,    -157.80,     -27.20 
      7.20,       7.88,       5.85,      90.28,      98.60,      72.46 
      7.13,       3.50,       8.78,      92.08,      46.98,     112.94 
    -10.90,     -12.37,       3.64,    -137.18,    -155.60,      46.22 
     18.25,     -15.08,      -9.08,     228.69,    -188.89,    -114.09 
     -5.90,      -6.49,       8.68,     -74.16,     -83.18,     108.68 
     -4.34,       6.76,      -4.92,     -58.92,      87.70,     -66.13 
      4.75,       7.05,       8.75,      62.03,      90.89,     112.36 
     -0.85,      -0.58,       0.79,      -4.16,     -14.02,      13.54 
     -7.92,       6.96,       9.41,     -97.95,      86.65,     117.44 
     -8.06,       6.98,       7.67,    -101.42,      88.42,      97.09 
      2.05,      10.47,     -18.88,      25.69,     131.22,    -236.84 
     11.08,       6.37,       9.76,     139.03,      80.25,     122.39 
     -8.32,       5.82,       1.97,    -107.04,      75.44,      24.84 
    -12.70,     -11.94,      -0.10,    -158.71,    -150.09,      -0.87 
      4.26,      -6.47,      14.09,      54.39,     -82.79,     178.59 
     -2.31,      -3.37,       1.92,     -18.99,     -27.44,      29.53 
     -8.26,      -2.75,       6.55,    -107.10,     -36.93,      85.56 
     -4.53,      -5.22,      -3.55,     -60.93,     -69.77,     -52.72 
      5.65,      16.90,       5.26,      71.17,     211.27,      68.08 
    -13.54,      -8.67,       1.11,    -169.14,    -107.03,      13.43 
    -10.36,       7.58,      -1.39,    -129.61,      95.47,     -19.00 
      3.59,       1.98,      -2.99,      46.92,      26.37,     -45.09 
    -15.40,      -1.65,     -12.09,    -192.31,     -20.88,    -151.64 
      1.07,       1.01,      -1.73,       4.99,      21.47,      -7.55 
     12.32,       6.96,     -13.22,     155.72,      87.43,    -166.80 
    -10.77,      -7.24,       3.67,    -137.42,     -92.71,      47.80 
      6.26,      -4.75,      -6.47,      81.50,     -62.99,     -83.34 
      0.45,       9.08,      -8.51,       6.45,     117.80,    -109.40 
     -1.20,      -9.04,     -20.43,     -14.67,    -113.29,    -255.47 
     -2.49,       8.94,      -8.53,     -33.15,     114.76,    -108.87 
    -20.99,      11.80,       5.97,    -262.11,     147.63,      75.13 
     -9.05,      21.67,      -5.43,    -101.68,     233.95,     -61.46 
      3.52,       4.75,      -1.26,      47.38,      64.02,     -23.40 
     -8.85,       1.18,     -11.32,    -112.81,      15.10,    -143.02 
     11.44,       6.32,       9.14,     144.90,      81.20,     115.99 
      1.11,      -0.23,      16.41,      14.56,      -2.95,     204.69 
      1.45,     -15.66,     -11.25,      18.94,    -197.35,    -142.22 
     -4.61,       0.91,       8.07,     -57.08,      11.81,      99.92 
    -10.32,      10.25,       3.97,    -129.65,     129.30,      49.42 
     12.06,       3.30,      15.52,     150.23,      44.62,     190.50 
      5.12,     -13.42,      13.34,      64.53,    -168.96,     168.23 
    -14.31,      12.41,       0.55,    -178.89,     155.65,       6.54 
    -12.56,     -12.01,      -2.02,    -157.64,    -151.84,     -25.85 
     -0.33,      -4.37,       8.16,      -4.30,     -54.92,     100.40 
    -11.52,      -8.90,      -6.08,    -145.81,    -112.20,     -74.67 
     -2.65,      15.93,       4.05,     -32.65,     199.26,      50.08 
     -0.37,      11.75,     -11.69,      -3.90,     148.09,    -148.52 
      6.39,      -2.78,     -17.03,      80.30,     -34.70,    -213.57 
     -6.89,       5.60,      10.24,     -87.84,      70.41,     130.50 
    -10.35,      -8.72,       2.88,    -130.66,    -110.66,      37.65 
    -10.81,       4.12,       4.33,    -137.72,      52.43,      56.33 
     -8.22,      -6.48,     -12.75,    -103.65,     -80.93,    -160.27 
     -7.22,      -0.97,      -7.02,     -89.54,     -11.26,     -86.92 
     -7.46,      -4.95,      -4.56,     -96.77,     -65.01,     -61.67 
     -5.48,      -5.76,      -5.76,     -73.62,     -75.39,     -75.88 
     -9.96,      -3.28,     -13.78,    -124.73,     -40.66,    -171.55 
     -8.44,      -6.83,       3.52,    -104.50,     -84.79,      44.45 
    -10.45,      -0.79,      -1.02,    -129.31,      -9.80,     -11.79 
      4.28,      -1.65,      -4.73,      54.52,     -14.23,     -64.02 
     -7.80,      -6.17,      -3.82,     -99.52,     -81.26,     -50.21 
     -1.08,     -18.84,       7.58,     -13.38,    -236.97,      95.36 
     14.00,       4.81,      14.34,     175.46,      60.31,     179.18 
     -9.90,       7.55,     -10.58,    -123.80,      94.08,    -132.83 
      7.32,      -6.42,      16.65,      92.39,     -80.42,     208.95 
     13.33,     -13.17,      -3.94,     168.54,    -165.80,     -49.28 
     -6.72,      11.13,      -8.36,     -85.47,     139.23,    -105.24 
     10.79,     -13.52,      12.82,     135.91,    -169.35,     160.32 
     -2.01,       2.90,      12.35,     -25.96,      36.55,     157.57 
     -4.74,       3.39,       2.34,     -58.04,      42.86,      29.81 
      1.11,      -1.23,      -2.33,      22.60,     -25.02,     -33.30 
    -13.24,      -9.09,      -3.04,    -166.43,    -114.80,     -38.99 
     10.64,      12.69,      -3.11,     135.31,     161.48,     -39.06 
    -11.32,      10.31,       2.14,    -143.00,     130.20,      27.60 
    -10.73,       9.25,       0.18,    -136.14,     118.57,       3.91 
     -0.07,      10.97,      12.42,      -1.11,     139.70,     157.59 
     -4.78,      -4.22,      -3.77,     -66.21,     -57.17,     -55.17 
     -1.37,       1.57,       7.62,     -16.97,      19.77,      93.89 
      7.53,       6.87,      11.23,      94.56,      86.55,     141.05 
    -10.66,       6.38,      -8.14,    -135.25,      80.80,    -104.72 
      1.18,     -10.93,      -9.12,      15.69,    -139.69,    -116.97 
     -1.37,      12.86,       5.35,     -18.00,     162.14,      67.88 
    -12.30,      -1.42,       6.93,    -156.46,     -19.52,      88.51 
      0.89,      12.09,      11.04,      11.61,     153.27,     140.63 
    -11.22,      -9.66,      -2.58,    -139.10,    -120.03,     -31.90 
      6.04,       7.29,       3.73,      78.92,      96.05,      50.62 
      3.93,       3.78,       4.30,      52.73,      50.90,      61.59 
     -3.79,      12.48,      -4.15,     -47.00,     155.47,     -52.28 
      3.35,      14.77,      12.74,      42.32,     186.04,     160.28 
      7.69,       4.69,       9.01,      98.36,      61.63,     115.61 
     17.92,       2.28,      -9.35,     226.12,      28.92,    -117.98 
      3.29,     -10.30,     -11.35,      41.27,    -129.13,    -142.00 
      9.02,      12.11,       0.24,     111.08,     157.12,       1.70 
      0.89,       3.97,      10.61,      12.27,      50.52,     134.94 
     -7.57,      -7.61,       5.24,     -93.29,     -94.04,      65.16 
     -2.90,     -17.89,       3.99,     -36.65,    -224.72,      49.16 
      6.92,       8.66,       6.60,      89.00,     110.94,      85.37 
    -11.74,       5.23,     -14.62,    -147.59,      65.84,    -183.85 
      0.46,      10.30,     -11.35,       6.04,     128.40,    -140.78 
     -8.45,      -2.08,      -8.08,    -109.17,     -29.94,    -105.12 
     10.43,     -10.86,       8.91,     132.14,    -137.13,     113.33 
     16.38,      -6.33,      -0.49,     206.57,     -80.89,      -6.83 
     -7.10,       6.53,       2.11,     -93.33,      85.97,      30.02 
      8.93,     -16.38,      -3.17,     112.04,    -205.16,     -40.48 
     15.46,      14.26,       1.95,     192.87,     178.52,      23.92 
     -3.83,      -8.78,      -9.79,     -48.95,    -111.28,    -124.88 
     18.72,     -18.74,      -3.64,     234.37,    -236.00,     -46.63 
      4.01,      -4.45,       4.69,      55.94,     -60.58,      62.34 
     -3.12,     -19.60,      10.19,     -38.74,    -246.43,     129.44 
     -9.33,      -4.85,      10.32,    -118.82,     -61.72,     129.89 
     13.56,       1.70,      -9.99,     170.13,      21.52,    -125.03 
     -5.38,     -15.82,     -13.68,     -66.65,    -197.93,    -171.32 
      0.32,       9.41,     -13.17,       4.13,     118.49,    -166.50 
     -7.60,      -8.71,       3.17,     -98.67,    -111.84,      42.65 
    -10.34,       9.06,      -1.52,    -131.66,     115.27,     -18.97 
     -3.89,      -5.75,      -5.73,     -51.03,     -74.40,     -74.38 
     -4.98,       1.82,      -5.02,     -70.69,      18.18,     -63.75 
     -3.79,       9.21,      -6.89,     -50.67,     117.77,     -88.87 
    -14.41,      -6.75,       2.15,    -181.17,     -85.87,      27.33 
      3.43,       0.88,      -1.37,      47.06,       5.43,     -10.44 
      5.60,      15.63,      -1.59,      69.83,     197.55,     -18.60 
     -5.60,      -6.55,       5.01,     -72.63,     -86.42,      66.93 
    -12.79,       0.39,      11.56,    -161.06,       5.36,     145.79 
      6.77,       4.67,       3.02,      89.27,      56.55,      40.70 
      9.87,      -1.57,      -4.54,     125.86,     -22.13,     -58.83 
    -12.49,       5.28,       7.55,    -156.75,      67.49,      96.20 
      7.93,       6.86,     -12.08,     101.86,      86.26,    -152.93 
      1.37,     -10.33,      13.17,      17.35,    -131.03,     167.04 
      6.17,      13.70,       1.89,      79.40,     173.67,      23.07 
     -3.63,      -3.39,      -4.08,     -52.40,     -46.62,     -57.30 
     -7.46,      10.17,      -3.11,     -80.38,     109.12,     -31.33 
    -12.59,     -14.18,      -0.68,    -156.49,    -176.90,      -9.22 
     14.68,      -4.33,      16.53,     184.10,     -54.34,     206.84 
    -14.96,      -0.25,      10.96,    -188.08,      -3.45,     138.17 
     -2.20,       9.05,       8.80,     -30.23,     115.69,     112.47 
    -15.99,       4.24,       2.94,    -200.44,      53.33,      36.18 
     -9.10,      -7.19,      10.11,    -114.39,     -90.35,     126.50 
    -12.72,      -5.92,      -5.68,    -161.14,     -74.38,     -70.84 
     16.20,       5.07,      -4.59,     204.48,      64.29,     -58.08 
     -3.33,       8.58,      -6.41,     -44.28,     110.70,     -83.48 
     -0.54,       6.63,      -7.66,      -5.72,      82.41,     -94.74 
      6.81,     -10.03,      -5.64,      87.85,    -126.42,     -72.54 
     -4.95,       0.37,       4.28,     -69.31,       3.32,      55.81 
     -8.99,      -3.49,      -6.53,    -114.59,     -45.03,     -84.18 
     12.66,     -10.16,       6.94,     160.09,    -128.09,      88.46 
     -2.97,      10.89,       3.44,     -37.19,     139.00,      45.82 
     -8.06,       7.98,     -11.91,    -101.17,      99.72,    -149.30 
    -11.63,       7.42,       6.94,    -146.58,      94.49,      88.00 
     -0.75,     -14.27,       6.24,     -10.52,    -180.75,      78.56 
     -1.65,       0.41,       1.84,     -26.69,      11.28,      20.29 
     -7.98,       0.32,      11.77,    -101.21,       5.55,     150.44 
     14.02,       1.20,      12.03,     177.36,      14.90,     154.22 
     -6.92,     -13.75,      11.66,     -86.31,    -172.19,     146.41 
     14.55,       5.98,       7.72,     183.22,      76.66,      99.19 
     -3.07,      -7.60,       6.73,     -43.75,     -96.23,      86.23 
      4.47,      -3.84,       2.37,      58.76,     -55.39,      31.07 
      1.37,       4.50,      -1.90,      17.23,      54.36,     -24.01 
      9.61,       5.05,       2.56,     123.76,      62.15,      31.15 
